NEGATIVE #	SUBJECT	LOCATION	COUNTY	STATE	COUNTRY	MONTH	DAY	YEAR	PHOTOGRAPHER	GLASS PLATE	CELLULOID	SAFETY FILM	SIZE	BLACK & WHITE	COLOR	4X5 COPY NEGATIVE	35MM SLIDE	PRINT ON FILE	COMMENTS1	COMMENTS2	PUBLISHED
906	Illustration of Plesippus.									Y			5x7	Y							
907	CM 3067 Protoreodon medius in matrix										Y		5x7	Y							
908	Illustration of mounted skeleton of CM 2962 Protoreodon medius HOLOTYPE.									Y			5x7	Y							Peterson: ACM 12.
909	CM 3032 Protoreodon minor																				
910	CM 800 Pronomotherium right ramus (superior view).							1935	F W Kohler		Y		5x7	Y				Y			
911	CM 796 Pronomotherium laticeps Douglass skull (superior view).							1935	F W Kohler		Y		5x7	Y				Y			
912	CM 796 Pronomotherium laticeps lower jaws (superior view).							1935	F W Kohler		Y		5x7	Y				Y			
913	CM 796 Pronomotherium laticeps skull (inferior view).							1935	F W Kohler		Y		5x7	Y				Y			
914	CM 796 Pronomotherium laticeps skull and jaw (lateral view)									Y			8x10	Y				Y			
915	CM 796 Pronomotherium laticeps skull and jaw (lateral view)									Y			8x10	Y							
916	Burke's illustration of rabbit jaws.									Y			5x7	Y				Y			
917	Restoration model of Mylodon harlani by Harold J. Clement.										Y		5x7	Y				Y	Made by H J Clement.		
918	Mylodon harlani skeleton - mounted (anterior view)									Y			8x10	Y							
919	Mylodon harlani skeleton - mounted (left side)									Y			8x10	Y							
920	Mylodon harlani skeleton - mounted (right side)									Y			8x10	Y							
921	Published illustration of restoration of Smilodon.									Y			5x7	Y				Y			
922	H J Clement working on Smilodon model																				
923	Smilodon model																		Made by H J Clement.		
924	Smilodon model (right side), made by Harold J. Clement									Y			8x10	Y				Y			
925	Smilodon californicus skeleton - mounted (right front view)								F W Kohler	Y			8x10	Y				Y			
926	Smilodon californicus skull (right side)									Y			8x10	Y				Y	3 lights photo flood exposure (f32) 13 sec.		
927	Smilodon californicus skull - mounted (left side)									Y			8x10	Y				Y	3 photo floods in Lab, panchromatic plate, f22 sub.		
928	Smilodon model (seated) for La Brea diorama, made by Harold J. Clement									Y			8x10	Y				Y	Yellow negative. There is also a badly damaged (wrinkled) 8x10 nitrate negative put with other damaged negatives.		
929	Smilodon californicus skeleton - mounted																				
930	CM 1204, 1217 Steneofiber fossor Peterson skeleton - mounted									Y			8x10	Y				Y			Peterson: MCM 2, pl. 20
931	Steneofiber fossor skeleton - mounted									Y			8x10	Y				Y			
932	Mounted skeleton of Stenomylus.									Y			5x7	Y				Y			
933	Illustration of group of Stenomylus by Andrey Avinoff.									Y			5x7	Y				Y			
934	Stenomylus drawing by A Avinoff																	Y			
935	CM 2306 Stenomylus hitchcocki slab mount									Y			8x10	Y				Y			
936	Stenomylus hitchcocki - group of mounted skeletons: CM 2779, 2780, 2781, 2782, 2786, 2787, 2788, 2810									Y			8x10	Y				Y			Peterson: ACM 8, pl. 22
937	Stenomylus hitchcocki - drawing of mounted group									Y			8x10	Y							Peterson: ACM 8
938	Stenomylus hitchcocki - group of mounted skeletons: CM 2779, 2780, 2781, 2782, 2786, 2788, 2810									Y			8x10	Y					Negative broken at one corner.		
939	Stenomylus hitchcocki - group of mounted skeletons: CM 2779, 2780, 2781, 2782, 2786, 2788, 2810									Y			8x10	Y				Y			
940	Teleodus skulls in block (2 skulls)					12		1929		Y			8x10	Y				Y			
941	Teleodus									Y			8x10	Y							
942	Teleodus skull (inferior view)									Y			8x10	Y				Y			
943	Teleoceras model									Y			8x10	Y				Y			
944	Teleoceras skeleton - mounted									Y			8x10	Y				Y	Print damaged.		
945	CM 1191 Ticholeptus breviceps lower jaws (superior view).							1935	F W Kohler		Y		5x7	Y				Y			
946	CM 1191 Ticholeptus breviceps skull (superior view).							1935	F W Kohler		Y		5x7	Y				Y			
947	CM 1191 Ticholeptus breviceps skull (inferior view).							1935	F W Kohler		Y		5x7	Y				Y			
948	CM 995 Ticholeptus bannachensis lower jaws (superior view).							1935	F W Kohler		Y		5x7	Y				Y			
949	Titanothere(?) hind limb and foot.									Y			5x7	Y				Y			
950	Trigonias skeleton - mounted																				
951	CM 95 Trigonias osborni Lucas skeleton - mounted									Y			8x10	Y				Y			
952	CM 95 Trigonias osborni Lucas skeleton - mounted									Y			8x10	Y				Y			
953	CM 95 Trigonias osborni Lucas skeleton (left side) - mounted										Y		8x10	Y				Y	2 negatives		
954	CM 95 Trigonias osborni Lucas skeleton (right side) - mounted									Y			8x10	Y							
955	Dinosaur track from Gettysburg; PA																				
956	Dinosaur track from Gettysburg, Pennsylvania.									Y			5x7	Y				Y			
957	Dinosaur track from Gettysburg, Pennsylvania.									Y			5x7	Y				Y			
958	Fossil tracks.									Y			5x7	Y				Y			
959	Dinosaur track.									Y			5x7	Y				Y			
960	Tracks on sandstone																				
961	Tracks from Gettysburg, Pennsylvania.									Y			5x7	Y				Y			
962	Ripple marks (2 negatives).									Y			5x7	Y				Y			
963	Slab of ripple marks collected by W H Utterback, Red Fork of the Powder River, Wyoming.	Red Fork of the Powder River		Wyoming	USA					Y			5x7	Y							
964	Diplodocus carnegii replica in British Museum; Arthur Coggeshall standing									Y			8x10 (6½ x 8½)	Y		Y		Y	Same picture as 1089.		
965	Published drawing comparing humeri of Ursus spelaeus (fossil) and Ursus maritimus (Recent)									Y			8x10	Y					Yellow negative		
966	Published drawing comparing femora of human and cave bear									Y			8x10	Y							
967	Human cervicals									Y			8x10	Y				Y	Yellow negative		
968	Preparator at work in paleontological laboratory									Y			8x10	Y		Y		Y			
969	Arthur Coggeshall at work in paleontological laboratory									Y			8x10	Y		Y		Y			
970	Mounting Apatosaurus louisae - welding framework									Y			8x10	Y		Y			Welder blurred		
971	Joe Yarmer, Chief Preparator, and Norm Wuerthele, Assistant Preparator in Preparation Laboratory	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA			1973				Y	35mm film strip	Y					8 pictures on film strip: 0A) Yarmer & Wuerthele; 1A) Yarmer & Wuerthele; 2A) Yarmer & Wuerthele; 3A) Yarmer; 4A) Yarmer; 5A) Yarmer; 6A) Yarmer & Wuerthele; 7A) Yarmer & Wuerthele.		
972	Uinta Basin cross-section																				
973	Geologic map of the Uinta Basin.									Y			5x7	Y				Y			
974	Geologic map of the Uinta Basin.					2	27	1933	F W Kohler		Y		5x7	Y					From an old print.		
975	Preliminary of outline map of the Uinta Basin.					2	27	1933	F W Kohler	Y			5x7	Y				Y			
976	Uinta Basin map									Y			8x10	Y							
977	Geological map of the Uinta Basin (2 negatives)									Y			8x10	Y							
978	Map of Dolichorhinus Quarry fossil locality at Wagonhound Canyon, Utah									Y			8x10	Y							
979	Map of southwestern Montana									Y			8x10	Y							
980	Topographic map of the State of Washington									Y			8x10	Y							
981	Map of Western Pennsylvania - 3 maps; all different (3 negatives)									Y			8x10	Y				Y			
982	North Canada polar projection map																				
983	North polar projection map.									Y			5x7	Y				Y			
984	Map of the United States in 1890.									Y			5x7	Y				Y			
985	Relief map of Pymatuning Swamp.									Y			5x7	Y				Y			
986	Chart of geologic time divisions (3 negatives).									Y			5x7	Y				Y			
987	Chart of geologic time divisions.										Y		5x7	Y					Negative badly damaged - removed.		
988	Chart of geologic time divisions								Sydney Prentice		Y		8x10	Y							
989	Tertiary mammal-bearing formation chart									Y			8x10	Y				Y			
990	Chart of exhibit labels									Y			8x10	Y							
991	Chart of exhibit labels									Y			8x10	Y							
992	Chart of exhibit labels									Y			8x10	Y							
993	Chart of exhibit labels							1929		Y			8x10	Y					Merch [?] sent to California		
994	Chart of the modification of arm and hand.									Y			5x7	Y				Y			
995	Chart illustrating modifications of arm and hand									Y			8x10	Y							
996	Chart of structure, forms and development of dentition in animal kingdom (2 different negatives)									Y			8x10	Y							
997	Brain chart, man on right									Y			8x10	Y							
998	Human skeleton (malformed?)									Y			8x10	Y							
999	Box of osteological negatives																				
1000	Dinosaur Hall: taken during mounting activities	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA											Y		Y			
1001	Dinosaur Hall: left to right: Apatosaurus, Allosaurus, Diplodocus; rear view)	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA					Y			8x10	Y		Y		Y			
1002	View of Dinosaur Hall with Diplodocus carnegii, rear view	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA					Y			8x10	Y							
1003	Dinosaur Hall during moving of Diplodocus carnegii	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA					Y			8x10	Y		Y		Y			
1004	Dinosaur Hall during moving of Diplodocus carnegii	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA					Y			8x10	Y		Y		Y			
1005	Dinosaur camp in Utah; Mr Douglass in his garden	Dinosaur National Monument		Utah	USA			1911								Y		Y			
1006	Mrs Goetschius' house and family (Mrs Douglass)	Ruby Valley		Montana	USA			1902								Y		Y			
1007	Joseph Miller family																	Y			
1008	Paleontology laboratory; one of the first pictures ever taken of the original staff. Left to right: W. H. Reed, O. A. Peterson, J. L. Wortman, Arthur S. Coggeshall.	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	Jan		1900		Y			8x10 (6½ x 8½)	Y		Y		Y	This has to be taken in January because Peterson was hired January 1 and Wortman quit/was fired on February 1.		Annual Report, 1900
1009	Paleontology laboratory. Left to right: W. H. Utterback, O. A. Peterson, Louis Coggeshall, Charles W. Gilmore, Earl Douglass, Arthur S. Coggeshall, Asher W. VanKirk, Sydney Prentice, John B. Hatcher	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	Jan		1903		Y			8x10 (6½ x 8½)	Y		Y		Y			
1010	Paleontology laboratory. Left to right: W. H. Utterback, O. A. Peterson, Louis Coggeshall, Charles W. Gilmore, Earl Douglass, Arthur S. Coggeshall, Asher W. VanKirk, Sydney Prentice, John B. Hatcher	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	Jan		1903		Y			8x10 (6½ x 8½)	Y		Y		Y	Upper right corner broken.		
1011	Storage cases in basement storeroom; Mary Ann Gross in some photos (8 negatives)	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	Spr		1971													
1012	Camp on Douglass' farm, taken while Coggeshall was in the act of taking a moving picture of the setting up of a camp	Dinosaur National Monument		Utah	USA			1922								Y		Y			
1013	Near Dinosaur Quarry, Utah; Roy Kay, Earl Douglass, O A Peterson, and Arthur Coggeshall	Dinosaur National Monument		Utah	USA			1922								Y		Y	See also #172.		
1014	Map of Dinosaur National Monument Quarry (2 negatives)									Y			8x10	Y							
1015	W H Utterback digging out Daemonelix (Agate Springs)	near Harrison	Sioux?	Nebraska	USA											Y		Y			
1016	Bad boys from the Bighole (Williams & Dick)			Montana	USA				Earl Douglass?	Y			5x7			Y	Y	Y	Earl Douglass collected from south of Lower Bighole, north of Dillon, Montana, in 1903.		
1017	Slab mount of Stenomylus skeleton.									Y			5x7	Y				Y			
1018	Paleontology laboratory and office work	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	6		1979	Allen D McCrady									Y	19 photos & prints.		
1019	Shuler tipping dump cart	Dinosaur National Monument		Utah	USA			1911	O A Peterson								Y				
1020	Pulling block with mules	Dinosaur National Monument		Utah	USA											Y		Y	Copied from lantern slide.		
1021	Wagon train	Dinosaur National Monument		Utah	USA											Y		Y	Copied from lantern slide.		
1022	Douglass' garden in camp	Dinosaur National Monument		Utah	USA													Y	Copied from lantern slide.		
1023	Dragging block downhill from Dinosaur Quarry, west side	Dinosaur National Monument		Utah	USA											Y		Y	Copied from lantern slide.		
1024	Camp set up for taking motion picture	Dinosaur National Monument		Utah	USA														Copied from lantern slide.		
1025	Taking motion picture; Arthur Coggeshall with tripod and camera	Dinosaur National Monument		Utah	USA														Copied from lantern slide.		
1026	Men working quarry face	Dinosaur National Monument		Utah	USA											Y		Y	Copied from lantern slide.		
1027	Protoceratops on exhibit	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	10		1980	Norman Wuerthele									Y			
1028	Apatosaurus drawing (restoration) by Jim Senior					8		1981	Vincent Abromitis									Y			
1029	Coelophysis block showing thecodont gastralia and Coelophysis cervical vertebral ribs							1982	Allen D McCrady									Y	Contact sheet.		
1030	Paleontology laboratory: Norman Wuerthele preparing	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA			1982	Allen D McCrady												
1031	Paleontology laboratory: Allen D McCrady preparing Coelophysis block	Dinosaur National Monument		Utah	USA			1982	Norman Wuerthele												
1032	Techniques of opening Coelophysis block	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	Spr		1982	Allen D McCrady												
1033	Small Coelophysis blocks	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA			1982	Allen D McCrady												
1034	Paleontology laboratory: Allen D McCrady working on Coelophysis block	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	Spr		1982	Norman Wuerthele												
1035	Portrait of J B Hatcher							1901 ca	New York Studio							Y		Y			
1036	Portrait of Earl Douglass (2 negatives)	Stokes Studio, Salt Lake City		Utah	USA				G Stokes Berryman							Y		Y	Copied from print.		
1037	Portrait of W J Holland	London		England	U.K.				London Stereoscopic Co.							Y		Y	Copied from print.		
1038	Portrait of Andrew Carnegie in the Tropics				Ceylon			1879								Y		Y	Copied from print.		
1039	John Guilday out West							1950 ca	Alice Guilday							Y		Y			
1040	Wyoming field crew: Leonard Krishtalka, Richard K Stucky, J Douglas Swarts, etc			Wyoming	USA	Sum		1984													
1041-01	Hogbacks of the Beartooth Mountains; Kurt Constenius (left) and Mary Dawson (right) on road	Northwest of Cody		Wyoming	USA	5	29-31	1987	David S Berman									Y	Memorial Day weekend. Dawson, Berman and Constenius Dinosaur Expedition to dinosaur-bearing ?Kootenai Formation. Participants were: Mary Dawson, David Berman, Kurt Constenius, and Kurt's mother and father, Leona and Norman Costenius.		
1041-02	Hogbacks of the Beartooth Mountains. Mary Dawson (left) and Kurt Constenius (right)	Northwest of Cody		Wyoming	USA	5	29-31	1987	David S Berman									Y	Memorial Day weekend. Dawson, Berman and Constenius Dinosaur Expedition to dinosaur-bearing ?Kootenai Formation. Participants were: Mary Dawson, David Berman, Kurt Constenius, and Kurt's mother and father, Leona and Norman Costenius.		
1041-03	Mary Dawson and Kurt Constenius among the Appaloosa horses.	Northwest of Cody		Wyoming	USA	5	29-31	1987	David S Berman									Y	Memorial Day weekend. Dawson, Berman and Constenius Dinosaur Expedition to dinosaur-bearing ?Kootenai Formation. Participants were: Mary Dawson, David Berman, Kurt Constenius, and Kurt's mother and father, Leona and Norman Costenius.		
1041-04	Mary Dawson among the Appaloosa horses	Northwest of Cody		Wyoming	USA	5	29-31	1987	David S Berman									Y	Memorial Day weekend. Dawson, Berman and Constenius Dinosaur Expedition to dinosaur-bearing ?Kootenai Formation. Participants were: Mary Dawson, David Berman, Kurt Constenius, and Kurt's mother and father, Leona and Norman Costenius.		
1042-05	Clark's Fork River in distance; Mary Dawson in red, Leona Constenius to right	Northwest of Cody		Wyoming	USA	5	29-31	1987	David S Berman									Y	Memorial Day weekend. Dawson, Berman and Constenius Dinosaur Expedition to dinosaur-bearing ?Kootenai Formation. Participants were: Mary Dawson, David Berman, Kurt Constenius, and Kurt's mother and father, Leona and Norman Costenius.		
1042-06	Hogbacks of the Beartooth Mountains	Northwest of Cody		Wyoming	USA	5	29-31	1987	David S Berman									Y	Memorial Day weekend. Dawson, Berman and Constenius Dinosaur Expedition to dinosaur-bearing ?Kootenai Formation. Participants were: Mary Dawson, David Berman, Kurt Constenius, and Kurt's mother and father, Leona and Norman Costenius.		
1042-07	Hogbacks of the Beartooth Mountains; Clark's Fork River in distance	Northwest of Cody		Wyoming	USA	5	29-31	1987	David S Berman									Y	Memorial Day weekend. Dawson, Berman and Constenius Dinosaur Expedition to dinosaur-bearing ?Kootenai Formation. Participants were: Mary Dawson, David Berman, Kurt Constenius, and Kurt's mother and father, Leona and Norman Costenius.		
1042-08	Hogbacks of the Beartooth Mountains; Clark's Fork River in distance	Northwest of Cody		Wyoming	USA	5	29-31	1987	David S Berman									Y	Memorial Day weekend. Dawson, Berman and Constenius Dinosaur Expedition to dinosaur-bearing ?Kootenai Formation. Participants were: Mary Dawson, David Berman, Kurt Constenius, and Kurt's mother and father, Leona and Norman Costenius.		
1043-09	Nodules of dahlites in Mancos Shale	Northwest of Cody		Wyoming	USA	5	29-31	1987	David S Berman									Y	Memorial Day weekend. Dawson, Berman and Constenius Dinosaur Expedition to dinosaur-bearing ?Kootenai Formation. Participants were: Mary Dawson, David Berman, Kurt Constenius, and Kurt's mother and father, Leona and Norman Costenius.		
1043-10	Leona Constenius (left, in plaid shirt) and Mary Dawson (right, in red sox) with exposed dinosaur bone	Northwest of Cody		Wyoming	USA	5	29-31	1987	David S Berman									Y	Memorial Day weekend. Dawson, Berman and Constenius Dinosaur Expedition to dinosaur-bearing ?Kootenai Formation. Participants were: Mary Dawson, David Berman, Kurt Constenius, and Kurt's mother and father, Leona and Norman Costenius.		
1043-11	Leona Constenius (left, in plaid shirt) and Mary Dawson (right, in red sox) with exposed dinosaur bone; ranch owner at top of picture in riding boots	Northwest of Cody		Wyoming	USA	5	29-31	1987	David S Berman									Y	Memorial Day weekend. Dawson, Berman and Constenius Dinosaur Expedition to dinosaur-bearing ?Kootenai Formation. Participants were: Mary Dawson, David Berman, Kurt Constenius, and Kurt's mother and father, Leona and Norman Costenius.		
1043-12	Norm Constenius (left) and Mary Dawson (in red sox) with exposed dinosaur bone	Northwest of Cody		Wyoming	USA	5	29-31	1987	David S Berman									Y	Memorial Day weekend. Dawson, Berman and Constenius Dinosaur Expedition to dinosaur-bearing ?Kootenai Formation. Participants were: Mary Dawson, David Berman, Kurt Constenius, and Kurt's mother and father, Leona and Norman Costenius.		
1044-13	Norm Constenius (left) and Mary Dawson (in red sox) with exposed dinosaur bone	Northwest of Cody		Wyoming	USA	5	29-31	1987	David S Berman									Y	Memorial Day weekend. Dawson, Berman and Constenius Dinosaur Expedition to dinosaur-bearing ?Kootenai Formation. Participants were: Mary Dawson, David Berman, Kurt Constenius, and Kurt's mother and father, Leona and Norman Costenius.		
1044-14	Ophiacodon sp. Collected by Berman					6		1987	David S Berman												
1044-15	Ophiacodon sp. Collected by Berman					6		1987	David S Berman												
1044-16	Ophiacodon sp. Collected by Berman					6		1987	David S Berman												
1045-21	Germain Collection trip. Norman Wuerthele on balcony of hotel room, with Atlantic Ocean in background	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1045-22	Germain Collection trip. David Berman (left) and Norman Wuerthele (right) drinking Jim Beam bourbon on balcony of hotel room; with Atlantic Ocean in background	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1045-23	Germain Collection trip. David Berman (left) and Norman Wuerthele (right) drinking Jim Beam bourbon on balcony of hotel room; with Atlantic Ocean in background	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1045-24	Germain Collection trip. Norman Wuerthele on balcony of hotel room; with Atlantic Ocean in background	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1046-25	Germain Collection trip. Claude Germain (left); Norman Wuerthele and David Berman packing fossils of Germain Collection in Germain's cellar	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1046-26	Germain Collection trip. Claude Germain; his daughter Catherine; David Berman and Norman Wuerthele packing fossils of Germain Collection in Germain's cellar	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1046-27	Germain Collection trip. Norman Wuerthele (left) and David Berman (right) packing Germain Collection in Germain's cellar	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1046-28	Germain Collection trip. David Berman (left) and Norman Wuerthele (right) packing Germain Collection in Claude Germain's cellar	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1047-29	Germain Collection trip. David Berman (left) and Norman Wuerthele (right) packing Germain Collection in Claude Germain's cellar	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1047-30	Germain Collection trip. David Berman (left) and Norman Wuerthele (right) packing Germain Collection in Claude Germain's cellar	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1047-31	Germain Collection trip. (Right to left) Claude Germain's daughter Catherine; Norman Wuerthele; Claude Germain and David Berman packing fossils in Germain's cellar	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1048-18	Germain Collection trip. Coast of Brittany near Port Manech	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1048-34	Germain Collection trip. Claude Germain (left) and Norman Wuerthele (right) packing fossils in Germain's cellar	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1048-35	Germain Collection trip. Norman Wuerthele (left) and Claude Germain (right) dragging box filled with fossils to Germain garage for stacking	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1048-36	Germain Collection trip. Norman Wuerthele (left) and Claude Germain (right) dragging box filled with fossils to stack with others in Germain garage	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1049-19	Germain Collection trip. Seacoast near Port Manech	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1049-20	Germain Collection trip. Harbor of Port Manech	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1049-21	Germain Collection trip. In Germain's garage: crates filled with Germain Collection of fossils; in background (left to right) Norman Wuerthele; Claude Germain; Germain's daughter Catherine	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1050-22	Germain Collection trip. In Germain's garage: crates filled with Germain Collection of fossils; in background (left to right) Norman Wuerthele; Claude Germain; Germain's daughter Catherine	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1050-23	Germain Collection trip. Arrangement of fossil paddle of ?plesiosaur; Germain Collection	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1050-24	Germain Collection trip. Arrangement of fossil paddle of ?plesiosaur; Germain Collection	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1050-25	Germain Collection trip. Arrangement of fossil paddle of ?plesiosaur; Germain Collection	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1051-26	Germain Collection trip. Norman Wuerthele (right) fastens lid on shipping crate filled with fossils while Claude Germain (left) looks on; Germain garage	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1051-27	Germain Collection trip. Norman Wuerthele writes shipping address on crate of fossils in Germain garage	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1051-28	Germain Collection trip. Norman Wuerthele resting with crates packed with Germain Collection in Germain's garage	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1051-29	Germain Collection trip. David Berman (left) and Norman Wuerthele (right) posing with crates packed with Germain Collection; in Germain's garage	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1052-00	Germain Collection trip. David Berman in front of hotel in Port Manech	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1052-01	Germain Collection trip. David Berman in front of hotel in Port Manech	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1053-02	Germain Collection trip. Norman Wuerthele (left) and Claude Germain (right) on Germain property	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1053-03	Germain Collection trip. Norman Wuerthele (left) and Claude Germain (right) on Germain property	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1053-04	Germain Collection trip. David Berman (left) and Claude Germain (right) on Germain property	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1053-05	Germain Collection trip. Norman Wuerthele (left) and Claude Germain (right) on Germain property	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1054-06	Germain Collection trip. Norman Wuerthele (left) and Claude Germain (right) with Germain residence in background	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1054-07	Germain Collection trip. Norman Wuerthele (left) and Claude Germain (right) with Germain residence in background	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1054-08	Germain Collection trip. Claude Germain with his house in background	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1054-09	Germain Collection trip. Claude Germain (left) and Norman Wuerthele (right) on Germain property; Germain residence in background	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1055-10	Germain Collection trip. (Left to right) David Berman; Claude Germain and Norman Wuerthele at fish pond on Germain property	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1055-11	Germain Collection trip. (Left to right) David Berman; Norman Wuerthele and Claude Germain at fish pond on Germain property	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1055-12	Germain Collection trip. (Left to right) Claude Germain; Germain's daughter Catherine; and Norman Wuerthele resting from labor of packing fossils; on patio at Germain residence	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1055-13	Germain Collection trip. (Left to right) Claude Germain; Germain's daughter Catherine; and Norman Wuerthele resting from labor of packing fossils; on patio at Germain residence	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1056-14	Germain Collection trip. Norman Wuerthele on street in Port Manech	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1056-15	Germain Collection trip. View from hotel balcony in Port Manech	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1056-16	Germain Collection trip. Seacoast near Port Manech	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1056-17	Germain Collection trip. Some houses near Port Manech	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1057-30	Germain Collection trip. Norman Wuerthele with friend; on patio at Germain residence	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1057-31	Germain Collection trip. Norman Wuerthele (left) and Claude Germain (right) with Germain's French poodle; on patio at Germain residence	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1057-32	Germain Collection trip. Coast of Brittany near Port Manech	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1057-33	Germain Collection trip. Claude Germain (left) and Norman Wuerthele (right) on streets of Celtic village near Port Manech	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1058-34	Germain Collection trip. Claude Germain (left) and Norman Wuerthele (right) on streets of Celtic village near Port Manech	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1058-35	Germain Collection trip. David Berman and Susan Motz Berman on balcony of hotel room in Port Manech	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1058-36	Germain Collection trip. Susan Motz Berman on balcony of hotel room in Port Manech	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1058-37	Germain Collection trip. Susan Motz Berman looking over seacoast near Port Manech	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
1059-17	Ophiacodon sp.; collected by David S Berman					6		1987	David S Berman												
1059-18	Ophiacodon sp.; collected by David S Berman					6		1987	David S Berman												
1059-19	Ophiacodon sp.; collected by David S Berman					6		1987	David S Berman												
1059-20	Germain Collection trip. Norman Wuerthele on balcony of hotel room in Port Manech	Port Manech; coast of Brittany		Brittany	France	6-7	23-3	1987	David S Berman												
